Date,PR
09-09-2024,0.081214242
10-09-2024,0.081200291
11-09-2024,0.081174343
12-09-2024,0.081299934
13-09-2024,0.081289387
14-09-2024,0.081249783
15-09-2024,0.081245271
16-09-2024,0.081257474
17-09-2024,0.08126647
18-09-2024,0.081198643
19-09-2024,0.081267873
20-09-2024,0.081240977
21-09-2024,0.081244802
22-09-2024,0.081247498
23-09-2024,0.081340955
24-09-2024,0.081317119
25-09-2024,0.081301294
26-09-2024,0.081317037
27-09-2024,0.081244711
28-09-2024,0.076867067
29-09-2024,0.076827025
30-09-2024,0.076557858
01-10-2024,0.076552278
02-10-2024,0.07650794
03-10-2024,0.0764818
04-10-2024,0.076501513
05-10-2024,0.076281171
06-10-2024,0.076264171
07-10-2024,0.076306967
08-10-2024,0.076236432
09-10-2024,0.078974284
10-10-2024,0.079889769
11-10-2024,0.079423123
12-10-2024,0.080073886
13-10-2024,0.079978958
14-10-2024,0.080008842
15-10-2024,0.079904689
16-10-2024,0.07984869
17-10-2024,0.079774955
18-10-2024,0.079712738
19-10-2024,0.07968813
20-10-2024,0.079605453
21-10-2024,0.079356189
22-10-2024,0.082146243
23-10-2024,0.082894767
24-10-2024,0.082918896
25-10-2024,0.0828764
26-10-2024,0.082963503
27-10-2024,0.08301717
28-10-2024,0.083031037
29-10-2024,0.082845723
30-10-2024,0.082880406
31-10-2024,0.083146981
01-11-2024,0.083258485
02-11-2024,0.083131684
03-11-2024,0.083288302
04-11-2024,0.083142237
05-11-2024,0.084135209
06-11-2024,0.084160569
07-11-2024,0.084191899
08-11-2024,0.084702047
09-11-2024,0.084705678
10-11-2024,0.084612267
11-11-2024,0.08440101
12-11-2024,0.084426529
13-11-2024,0.084434412
14-11-2024,0.084469791
15-11-2024,0.084383555
16-11-2024,0.083873607
17-11-2024,0.083854347
18-11-2024,0.083821626
19-11-2024,0.083785521
20-11-2024,0.083758708
21-11-2024,0.083251245
22-11-2024,0.083340793
23-11-2024,0.083255403
24-11-2024,0.083350121
25-11-2024,0.083243468
26-11-2024,0.083129633
27-11-2024,0.083055684
28-11-2024,0.082673282
29-11-2024,0.082616988
30-11-2024,0.082947965
